datum;helyszin;nev;nem;szuldat;nemzet;helyezes;hiba;csapat;tipus;motor
1957.01.13;Argentína;Wolfgang von Trips;F;1928.5.4;német;6;;Scuderia Ferrari;Lancia;Lancia
1959.07.18;Nagy-Britannia;David Piper;F;1930.12.2;brit;;motor;Dorchester Service Station;Lotus;Climax
1958.08.03;Németország;Christian Goethals;F;1928.8.4;belga;;benzinpumpa;Ecurie Eperon d'Or;Cooper;Climax
1956.09.02;Olaszország;Ron Flockhart;F;1923.6.16;brit;3;;Connaught Engineering;Connaught;Alta
1952.08.03;Németország;Peter Collins;F;1931.11.8;brit;;motor;HW Motors;HWM;Alta
1950.06.04;Svájc;Johnny Claes;F;1916.8.11;belga;10;;Ecurie Belge;Talbot-Lago;Talbot
1951.07.14;Nagy-Britannia;Duncan Hamilton;F;1920.4.30;ír;12;;;Talbot-Lago;Talbot
1956.07.14;Nagy-Britannia;Archie Scott-Brown;F;1927.5.13;brit;;kerék;Connaught Engineering;Connaught;Alta
1957.01.13;Argentína;Jean Behra;F;1921.2.16;francia;2;;Officine Alfieri Maserati;Maserati;Maserati
1958.06.15;Belgium;Mike Hawthorn;F;1929.4.10;brit;2;;Scuderia Ferrari;Ferrari;Ferrari
1951.10.28;Spanyolország;Felice Bonetto;F;1903.6.9;olasz;5;;Alfa Romeo SpA;Alfa;Alfa
1957.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;15;;Kurtis Kraft;Kurtis;Novi
1960.08.14;Portugália;Bruce McLaren;F;1937.8.30;új-zélandi;2;;Cooper Car Company;Cooper;Climax
1956.05.30;USA;Eddie Johnson;F;1919.2.10;amerikai;15;;Kuzma;Kuzma;Offenhauser
1953.06.07;Hollandia;Johnny Claes;F;1916.8.11;belga;;nem ért célba;Ecurie Belge;Connaught;Lea
1954.08.01;Németország;Robert Manzon;F;1917.4.12;francia;9;;Ecurie Rosier;Ferrari;Ferrari
1960.06.06;Hollandia;Phill Hill;F;1927.4.20;amerikai;;motor;Scuderia Ferrari;Ferrari;Ferrari
1950.05.21;Monaco;Robert Manzon;F;1917.4.12;francia;;karambol;Equipe Gordini;Simca-Gordini;Simca-Gordini
1959.09.13;Olaszország;Ian Burgess;F;1930.7.6;brit;14;;Scuderia Centro Sud;Cooper;Maserati
1952.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;;olajnyomás;Earl Slick;Deidt;Offenhauser
1955.09.11;Olaszország;Stirling Moss;F;1929.9.17;brit;;motor;Daimler Benz AG;Mercedes;Mercedes
1956.09.02;Olaszország;Luigi Villoresi;F;1909.5.16;olasz;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1951.09.16;Olaszország;Jose-Froilan Gonzalez;F;1922.10.5;argentín;2;;Scuderia Ferrari;Ferrari;Ferrari
1951.09.16;Olaszország;Pierre Levegh;F;1905.12.22;francia;;motor;;Talbot-Lago;Talbot
1955.05.30;USA;Eddie Johnson;F;1919.2.10;amerikai;13;;Trevis;Trevis;Offenhauser
1957.05.19;Monaco;Giorgio Scarlatti;F;1921.10.2;olasz;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1952.06.22;Belgium;Roger Laurent;F;1913.2.21;brit;12;;HW Motors;HWM;Alta
1954.08.01;Németország;Onofre Marimon;F;1923.12.19;argentín;;karambol;Officine Alfieri Maserati;Maserati;Maserati
1960.05.30;USA;Don Freeland;F;1925.3.25;amerikai;;gyújtás;Kurtis Kraft;Kurtis;Offenhauser
1958.10.19;Marokkó;Bruce McLaren;F;1937.8.30;új-zélandi;13;;Cooper Car Company;Cooper;Climax
1959.08.23;Portugália;Roy Salvadori;F;1922.5.12;brit;6;;David Brown Corporation;Aston;Aston
1960.07.03;Franciaország;Willy Mairesse;F;1928.10.1;belga;;futómû;Scuderia Ferrari;Ferrari;Ferrari
1960.07.16;Nagy-Britannia;Jim Clark;F;1936.3.4;skót;16;;Team Lotus;Lotus;Climax
1956.08.05;Németország;Jean Behra;F;1921.2.16;francia;3;;Officine Alfieri Maserati;Maserati;Maserati
1956.07.01;Franciaország;Francesco Godia;F;1921.3.21;spanyol;7;;Officine Alfieri Maserati;Maserati;Maserati
1955.05.22;Monaco;Luigi Villoresi;F;1909.5.16;olasz;5;;Scuderia Lancia;Lancia;Lancia
1953.06.21;Belgium;Andre Pilette;F;1918.10.6;belga;11;;Ecurie Belge;Connaught;Lea
1960.07.16;Nagy-Britannia;Masten Gregory;F;1932.2.29;amerikai;14;;Scuderia Centro Sud;Cooper;Maserati
1954.06.20;Belgium;Stirling Moss;F;1929.9.17;brit;3;;Equipe Moss;Maserati;Maserati
1953.01.18;Argentína;Carlos Menditeguy;F;1915.8.10;argentín;;sebességváltó;Equipe Gordini;Gordini;Gordini
1956.08.05;Németország;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Scuderia Ferrari;Lancia;Lancia
1958.05.18;Monaco;Gerino Gerini;F;1928.8.10;olasz;;kizárták;Scuderia Centro Sud;Maserati;Maserati
1959.05.10;Monaco;Stirling Moss;F;1929.9.17;brit;;futómû;Cooper Car Company;Cooper;Climax
1960.06.06;Hollandia;Graham Hill;F;1929.2.15;brit;3;;Owen Racing Organisation;BRM;BRM
1955.06.05;Belgium;Mike Hawthorn;F;1929.4.10;brit;;sebességváltó;Vandervell Products Ltd;Vanwall;Vanwall
1953.05.30;USA;Paul Russo;F;1914.4.10;amerikai;;gyújtás;Federal Auto Associates;Kurtis;Offenhauser
1956.09.02;Olaszország;Hernando da Silva-Ramos;F;1925.12.7;brazil;;motor;Equipe Gordini;Gordini;Gordini
1955.05.30;USA;Jack McGrath;F;1919.10.8;amerikai;;gyújtás;Kurtis Kraft;Kurtis;Offenhauser
1959.05.31;Hollandia;Jack Brabham;F;1926.4.2;ausztrál;2;;Cooper Car Company;Cooper;Climax
1951.05.30;USA;Johnny McDowell;F;1915.1.29;amerikai;;benzinfolyás;Maserati;Maserati;Offenhauser
1959.08.23;Portugália;Jack Brabham;F;1926.4.2;ausztrál;;karambol;Cooper Car Company;Cooper;Climax
1954.09.05;Olaszország;Maurice Trintignant;F;1917.10.30;francia;5;;Scuderia Ferrari;Ferrari;Ferrari
1959.09.13;Olaszország;Giulio Cabianca;F;1923.2.19;olasz;15;;;Maserati;Maserati
1952.05.18;Svájc;Emanuel de Graffenried;F;1914.5.18;svájci;6;;Enrico Plate;Maserati;Plate
1960.05.29;Monaco;Bruce Halford;F;1931.5.18;brit;;kizárták;Yeoman Credit Racing Team;Cooper;Climax
1956.05.30;USA;Rodger Ward;F;1921.1.10;amerikai;8;;Kurtis Kraft;Kurtis;Offenhauser
1958.08.24;Portugália;Mike Hawthorn;F;1929.4.10;brit;2;;Scuderia Ferrari;Ferrari;Ferrari
1959.05.10;Monaco;Graham Hill;F;1929.2.15;brit;;tûz;Team Lotus;Lotus;Climax
1950.06.18;Belgium;Pierre Levegh;F;1905.12.22;francia;7;;;Talbot-Lago;Talbot
1950.05.30;USA;Sam Hanks;F;1914.7.13;amerikai;;olajnyomás;Milt Marion;Kurtis;Offenhauser
1960.09.04;Olaszország;Giulio Cabianca;F;1923.2.19;olasz;4;;Scuderia Castellotti;Cooper;Castellotti
1950.09.03;Olaszország;Luigi Fagioli;F;1898.6.9;olasz;3;;Alfa Romeo SpA;Alfa;Alfa
1954.07.04;Franciaország;Louis Rosier;F;1905.11.5;francia;;motor;Ecurie Rosier;Ferrari;Ferrari
1957.09.08;Olaszország;Bruce Halford;F;1931.5.18;brit;;motor;;Maserati;Maserati
1958.05.18;Monaco;Cliff Allison;F;1932.2.8;brit;6;;Team Lotus;Lotus;Climax
1953.06.07;Hollandia;Ken McAlpine;F;1920.9.21;brit;;motor;Connaught Engineering;Connaught;Lea
1960.02.07;Argentína;Ettore Chimeri;F;1921.6.4;venezuelai;;feladta;;Maserati;Maserati
1953.05.30;USA;Jackie Holmes;F;1920.9.4;amerikai;;kiesett;3L Racing Team;Kurtis;Offenhauser
1951.06.17;Belgium;Louis Chiron;F;1899.8.3;monacoi;;motor;Ecurie Rosier;Talbot-Lago;Talbot
1955.01.16;Argentína;Jean Behra;F;1921.2.16;francia;;karambol;Officine Alfieri Maserati;Maserati;Maserati
1956.05.30;USA;Billy Garrett;F;1933.4.24;amerikai;16;;Kuzma;Kuzma;Offenhauser
1951.06.17;Belgium;Louis Rosier;F;1905.11.5;francia;4;;Ecurie Rosier;Talbot-Lago;Talbot
1955.05.22;Monaco;Paul Frere;F;1917.1.30;belga;8;;Scuderia Ferrari;Ferrari;Ferrari
1956.05.30;USA;Johnnie Tolan;F;1918.10.22;amerikai;;motor;Kurtis Kraft;Kurtis;Offenhauser
1954.09.05;Olaszország;Peter Collins;F;1931.11.8;brit;7;;G A Vandervell;Vanwall;Vanwall
1953.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;9;;JC Agajanian;Kurtis;Offenhauser
1951.09.16;Olaszország;Peter Whitehead;F;1914.11.12;brit;;motor;;Ferrari;Ferrari
1950.09.03;Olaszország;Dorino Serafini;F;1909.7.22;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1958.10.19;Marokkó;Jack Fairman;F;1913.3.15;brit;8;;Cooper Car Company;Cooper;Climax
1951.07.01;Franciaország;Giuseppe Farina;F;1906.10.30;olasz;5;;Alfa Romeo SpA;Alfa;Alfa
1957.05.30;USA;Don Freeland;F;1925.3.25;amerikai;17;;Kurtis Kraft;Kurtis;Offenhauser
1953.08.02;Németország;Mike Hawthorn;F;1929.4.10;brit;3;;Scuderia Ferrari;Ferrari;Ferrari
1951.10.28;Spanyolország;Philippe Etancelin;F;1896.12.28;francia;8;;;Talbot-Lago;Talbot
1954.05.31;USA;Bob Sweikert;F;1926.5.20;amerikai;14;;Kurtis Kraft;Kurtis;Offenhauser
1958.05.18;Monaco;Bruce Kessler;F;1936.3.23;amerikai;;kizárták;BC Ecclestone;Connaught;Alta
1958.10.19;Marokkó;Gerino Gerini;F;1928.8.10;olasz;12;;Scuderia Centro Sud;Maserati;Maserati
1955.05.30;USA;Keith Andrews;F;1920.6.15;amerikai;;benzinpumpa;Schroeder;Schroeder;Offenhauser
1952.07.06;Franciaország;Piero Taruffi;F;1906.10.12;olasz;3;;Scuderia Ferrari;Ferrari;Ferrari
1951.07.14;Nagy-Britannia;Reg Parnell;F;1911.7.2;brit;5;;British Racing Motors Ltd;BRM;BRM
1953.08.02;Németország;Stirling Moss;F;1929.9.17;brit;6;;Cooper Car Company;Cooper;Alta
1957.08.04;Németország;Peter Collins;F;1931.11.8;brit;3;;Scuderia Ferrari;Lancia;Lancia
1959.12.12;USA;Roy Salvadori;F;1922.5.12;brit;;futómû;High Efficiency Motors;Cooper;Maserati
1955.01.16;Argentína;Roberto Mieres;F;1924.12.3;argentín;5;;Officine Alfieri Maserati;Maserati;Maserati
1954.05.31;USA;Johnnie Parsons;F;1918.7.4;amerikai;11;;Kurtis Kraft;Kurtis;Offenhauser
1958.05.30;USA;Johnny Thomson;F;1919.11.4;brit;;kormány;Kurtis Kraft;Kurtis;Offenhauser
1959.07.18;Nagy-Britannia;Tony Brooks;F;1932.2.25;brit;;motor;Vandervell Products Ltd;Vanwall;Vanwall
1951.06.17;Belgium;Johnny Claes;F;1916.8.11;belga;7;;Ecurie Belge;Talbot-Lago;Talbot
1952.08.17;Hollandia;Stirling Moss;F;1929.9.17;brit;;motor;ERA Ltd;ERA;ERA
1951.07.29;Németország;Luigi Villoresi;F;1909.5.16;olasz;4;;Scuderia Ferrari;Ferrari;Ferrari
1954.05.31;USA;Mike Nazaruk;F;1921.10.2;amerikai;5;;Kurtis Kraft;Kurtis;Offenhauser
1952.08.17;Hollandia;Paul Frere;F;1917.1.30;belga;;sebességváltó;Ecurie Belge;Simca-Gordini;Gordini
1957.09.08;Olaszország;Masten Gregory;F;1932.2.29;amerikai;4;;Scuderia Centro Sud;Maserati;Maserati
1959.07.18;Nagy-Britannia;Graham Hill;F;1929.2.15;brit;9;;Team Lotus;Lotus;Climax
1957.08.18;Olaszország;Jack Brabham;F;1926.4.2;ausztrál;7;;Cooper Car Company;Cooper;Climax
1957.08.04;Németország;Paul England;F;1929.3.28;ausztrál;;gyújtás;Ridgeway Managements;Cooper;Climax
1959.08.02;Németország;Tony Brooks;F;1932.2.25;brit;1;;Scuderia Ferrari;Ferrari;Ferrari
1958.07.06;Franciaország;Phill Hill;F;1927.4.20;amerikai;7;;Joakim Bonnier Racing Team;Maserati;Maserati
1957.07.07;Franciaország;Maurice Trintignant;F;1917.10.30;francia;;gyújtás;Scuderia Ferrari;Lancia;Lancia
1951.07.01;Franciaország;Consalvo Sanesi;F;1911.3.28;olasz;10;;Alfa Romeo SpA;Alfa;Alfa
1956.09.02;Olaszország;Juan-Manuel Fangio;F;1911.6.24;argentín;8;;Scuderia Ferrari;Ferrari;Ferrari
1952.09.07;Olaszország;Chico Landi;F;1907.7.14;brazil;8;;Escuderia Bandeirantes;Maserati;Maserati
1954.08.01;Németország;Hans Herrmann;F;1928.2.23;német;;benzinfolyás;Daimler Benz AG;Mercedes;Mercedes
1960.08.14;Portugália;Innes Ireland;F;1930.12.16;brit;6;;Team Lotus;Lotus;Climax
1957.07.07;Franciaország;Roy Salvadori;F;1922.5.12;brit;;szelep;Vandervell Products Ltd;Vanwall;Vanwall
1952.08.17;Hollandia;Mike Hawthorn;F;1929.4.10;brit;4;;Leslie Hawthorn;Cooper;Bristol
1958.05.18;Monaco;Luigi Taramazzo;F;1932.1.1;olasz;;kizárták;Ken Kavanagh;Maserati;Maserati
1958.09.07;Olaszország;Roy Salvadori;F;1922.5.12;brit;5;;Cooper Car Company;Cooper;Climax
1958.05.30;USA;Chuck Weyant;F;1923.3.4;amerikai;;karambol;Dunn;Dunn;Offenhauser
1951.10.28;Spanyolország;Johnny Claes;F;1916.8.11;belga;;karambol;Ecurie Belge;Talbot-Lago;Talbot
1959.09.13;Olaszország;Dan Gurney;F;1931.4.13;amerikai;4;;Scuderia Ferrari;Ferrari;Ferrari
1960.07.16;Nagy-Britannia;Chuck Daigh;F;1923.11.29;amerikai;;túlhajtás;Cooper Car Company;Cooper;Climax
1955.06.05;Belgium;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Daimler Benz AG;Mercedes;Mercedes
1958.05.26;Hollandia;Graham Hill;F;1929.2.15;brit;;motor;Team Lotus;Lotus;Climax
1958.09.07;Olaszország;Masten Gregory;F;1932.2.29;amerikai;4;;Scuderia Centro Sud;Maserati;Maserati
1952.07.19;Nagy-Britannia;Reg Parnell;F;1911.7.2;brit;7;;AHM Bryde;Cooper;Bristol
1960.05.30;USA;Eddie Johnson;F;1919.2.10;amerikai;6;;Trevis;Trevis;Offenhauser
1958.05.26;Hollandia;Peter Collins;F;1931.11.8;brit;;kicsúszás;Scuderia Ferrari;Ferrari;Ferrari
1953.08.23;Svájc;Peter Hirt;F;1910.3.30;svájci;;olajfolyás;Ecurie Espadon;Ferrari;Ferrari
1954.10.24;Spanyolország;Luigi Musso;F;1924.7.28;olasz;2;;Officine Alfieri Maserati;Maserati;Maserati
1957.08.18;Olaszország;Harry Schell;F;1921.6.29;amerikai;3;;Officine Alfieri Maserati;Maserati;Maserati
1955.05.30;USA;Walt Faulkner;F;1920.2.16;amerikai;5;;Kurtis Kraft;Kurtis;Offenhauser
1952.05.18;Svájc;George Abecassis;F;1913.3.21;brit;;karambol;HW Motors;HWM;Alta
1951.07.14;Nagy-Britannia;John James;F;1914.5.10;brit;;hûtés;;Maserati;Maserati
1960.05.29;Monaco;Jack Brabham;F;1926.4.2;ausztrál;;pályaelhagyás;Cooper Car Company;Cooper;Climax
1957.08.18;Olaszország;Stirling Moss;F;1929.9.17;brit;1;;Vandervell Products Ltd;Vanwall;Vanwall
1956.08.05;Németország;Cesare Perdisa;F;1932.10.21;olasz;;karambol;Officine Alfieri Maserati;Maserati;Maserati
1956.05.13;Monaco;Hernando da Silva-Ramos;F;1925.12.7;brazil;5;;Equipe Gordini;Gordini;Gordini
1955.07.16;Nagy-Britannia;Maurice Trintignant;F;1917.10.30;francia;;túlhajtás;Scuderia Ferrari;Ferrari;Ferrari
1955.01.16;Argentína;Alberto Ascari;F;1918.7.13;olasz;;karambol;Scuderia Lancia;Lancia;Lancia
1954.05.31;USA;Andy Linden;F;1922.4.5;amerikai;;kiesett;Nichels;Kurtis;Offenhauser
1950.05.30;USA;Myron Fohr;F;1912.6.12;amerikai;11;;Carl Marchese;Marchese;Offenhauser
1955.07.16;Nagy-Britannia;Stirling Moss;F;1929.9.17;brit;1;;Daimler Benz AG;Mercedes;Mercedes
1959.09.13;Olaszország;Jo Bonnier;F;1930.1.31;svéd;8;;Owen Racing Organisation;BRM;BRM
1954.06.20;Belgium;Jose-Froilan Gonzalez;F;1922.10.5;argentín;;olajfolyás;Scuderia Ferrari;Ferrari;Ferrari
1952.07.06;Franciaország;Peter Hirt;F;1910.3.30;svájci;11;;Ecurie Espadon;Ferrari;Ferrari
1957.08.04;Németország;Brian Naylor;F;1923.3.24;brit;13;;JB Naylor;Cooper;Climax
1958.05.18;Monaco;Stirling Moss;F;1929.9.17;brit;;motor;Vandervell Products Ltd;Vanwall;Vanwall
1953.09.13;Olaszország;Maurice Trintignant;F;1917.10.30;francia;5;;Equipe Gordini;Gordini;Gordini
1959.08.23;Portugália;Bruce McLaren;F;1937.8.30;új-zélandi;;futómû;Cooper Car Company;Cooper;Climax
1956.05.13;Monaco;Mike Hawthorn;F;1929.4.10;brit;;motor;Owen Racing Organisation;BRM;BRM
1957.05.30;USA;Jack Turner;F;1920.2.12;amerikai;11;;Kurtis Kraft;Kurtis;Offenhauser
1950.05.13;Nagy-Britannia;Prince Birabongse Bhanuban;F;1914.7.15;thaiföldi;;benzinhiány;Enrico Plate;Maserati;Maserati
1954.08.22;Svájc;Clemar Bucci;F;1920.9.4;argentín;;benzinpumpa;Equipe Gordini;Gordini;Gordini
1957.05.19;Monaco;Mike Hawthorn;F;1929.4.10;brit;;karambol;Scuderia Ferrari;Lancia;Lancia
1953.06.21;Belgium;Georges Berger;F;1918.9.14;belga;;motor;;Simca-Gordini;Gordini
1960.07.16;Nagy-Britannia;Olivier Gendebien;F;1924.1.12;belga;9;;Yeoman Credit Racing Team;Cooper;Climax
1954.08.22;Svájc;Maurice Trintignant;F;1917.10.30;francia;;motor;Scuderia Ferrari;Ferrari;Ferrari
1960.09.04;Olaszország;Hans Herrmann;F;1928.2.23;német;6;;Porsche System Engineering;Porsche;Porsche
1950.05.30;USA;Joie Chitwood;F;1912.4.14;amerikai;5;;Ervin Wolfe;Kurtis;Offenhauser
1957.07.20;Nagy-Britannia;Juan-Manuel Fangio;F;1911.6.24;argentín;;motor;Officine Alfieri Maserati;Maserati;Maserati
1955.05.22;Monaco;Harry Schell;F;1921.6.29;amerikai;;motor;Scuderia Ferrari;Ferrari;Ferrari
1954.07.17;Nagy-Britannia;Stirling Moss;F;1929.9.17;brit;;futómû;Alfred Moss;Maserati;Maserati
1953.07.05;Franciaország;Harry Schell;F;1921.6.29;amerikai;;motor;Equipe Gordini;Gordini;Gordini
1956.07.14;Nagy-Britannia;Jose-Froilan Gonzalez;F;1922.10.5;argentín;;vezérmûtengely;Vandervell Products Ltd;Vanwall;Vanwall
1953.07.05;Franciaország;Maurice Trintignant;F;1917.10.30;francia;;futómû;Equipe Gordini;Gordini;Gordini
1953.08.23;Svájc;Max de Terra;F;1918.10.6;svájci;8;;Ecurie Espadon;Ferrari;Ferrari
1954.07.17;Nagy-Britannia;Ken Wharton;F;1916.3.21;brit;8;;Owen Racing Organisation;Maserati;Maserati
1953.08.02;Németország;Helmut Glockler;F;1909.1.13;német;;motor;Equipe Anglaise;Cooper;Bristol
1956.05.30;USA;Jim Rathmann;F;1928.7.16;amerikai;;motor;Kurtis Kraft;Kurtis;Offenhauser
1958.08.03;Németország;Ivo Bueb;F;1923.6.6;brit;11;;Ecurie Demi Litre;Lotus;Climax
1950.09.03;Olaszország;Felice Bonetto;F;1903.6.9;olasz;;visszalépés;Scuderia Milano;Milano;Milano
1958.05.30;USA;Art Bisch;F;1926.11.10;amerikai;;karambol;Kuzma;Kuzma;Offenhauser
1960.11.20;USA;Roy Salvadori;F;1922.5.12;brit;8;;High Efficiency Motors;Cooper;Climax
1950.05.13;Nagy-Britannia;Louis Rosier;F;1905.11.5;francia;5;;Ecurie Rosier;Talbot-Lago;Talbot
1954.05.31;USA;Art Cross;F;1918.1.24;amerikai;11;;Kurtis Kraft;Kurtis;Offenhauser
1957.09.08;Olaszország;Ottorino Volonterio;F;1917.12.7;svájci;11;;Ottoronio Volonterio;Maserati;Maserati
1960.08.14;Portugália;Olivier Gendebien;F;1924.1.12;belga;7;;Yeoman Credit Racing Team;Cooper;Climax
1959.09.13;Olaszország;Olivier Gendebien;F;1924.1.12;belga;6;;Scuderia Ferrari;Ferrari;Ferrari
1958.05.30;USA;Jud Larson;F;1923.1.21;amerikai;8;;Watson;Watson;Offenhauser
1958.07.06;Franciaország;Jo Bonnier;F;1930.1.31;svéd;8;;Giorgio Scarlatti;Maserati;Maserati
1956.07.14;Nagy-Britannia;Luigi Villoresi;F;1909.5.16;olasz;6;;Luigi Piotti;Maserati;Maserati
1952.08.17;Hollandia;Gino Bianco;F;1916.7.22;brazil;;sebességváltó;Escuderia Bandeirantes;Maserati;Maserati
1957.05.30;USA;Bill Cheesbourg;F;1927.6.12;amerikai;;benzinfolyás;Kurtis Kraft;Kurtis;Offenhauser
1953.08.23;Svájc;Jean Behra;F;1921.2.16;francia;;olajnyomás;Equipe Gordini;Gordini;Gordini
1954.08.22;Svájc;Ken Wharton;F;1916.3.21;brit;6;;Owen Racing Organisation;Maserati;Maserati
1955.06.19;Hollandia;Louis Rosier;F;1905.11.5;francia;9;;Ecurie Rosier;Maserati;Maserati
1953.06.07;Hollandia;Mike Hawthorn;F;1929.4.10;brit;4;;Scuderia Ferrari;Ferrari;Ferrari
1959.05.31;Hollandia;Carroll Shelby;F;1923.1.11;amerikai;;motor;David Brown Corporation;Aston;Aston
1958.06.15;Belgium;Ken Kavanagh;F;1923.12.12;ausztrál;;motor;Ken Kavanagh;Maserati;Maserati
1951.05.27;Svájc;Luigi Villoresi;F;1909.5.16;olasz;;karambol;Scuderia Ferrari;Ferrari;Ferrari
1954.01.17;Argentína;Jorge Daponte;F;1923.6.5;argentín;;sebességváltó;;Maserati;Maserati
1953.07.05;Franciaország;Jean Behra;F;1921.2.16;francia;10;;Equipe Gordini;Gordini;Gordini
1953.05.30;USA;Rodger Ward;F;1921.1.10;amerikai;16;;MA Walker;Kurtis;Offenhauser
1956.07.01;Franciaország;Stirling Moss;F;1929.9.17;brit;5;;Officine Alfieri Maserati;Maserati;Maserati
1952.08.03;Németország;Robert Manzon;F;1917.4.12;francia;;karambol;Equipe Gordini;Gordini;Gordini
1956.01.22;Argentína;Olivier Gendebien;F;1924.1.12;belga;5;;Scuderia Ferrari;Ferrari;Lancia
1959.08.02;Németország;Jean Behra;F;1921.2.16;francia;;karambol;;Behra-Porsche;Porsche
1957.05.19;Monaco;Stuart Lewis-Evans;F;1930.4.20;brit;4;;Connaught Engineering;Connaught;Alta
1952.09.07;Olaszország;Bill Aston;F;1900.3.29;brit;;kizárták;WS Aston;Aston;Butterworth
1958.09.07;Olaszország;Giulio Cabianca;F;1923.2.19;olasz;;motor;Joakim Bonnier Racing Team;Maserati;Maserati
1960.06.19;Belgium;Stirling Moss;F;1929.9.17;brit;;nem azonosított;Rob Walker Racing Team;Lotus;Climax
1953.09.13;Olaszország;Harry Schell;F;1921.6.29;amerikai;9;;Equipe Gordini;Gordini;Gordini
1951.05.30;USA;Duane Carter;F;1913.5.5;amerikai;8;;Rotary Engineering;Deidt;Offenhauser
1954.06.20;Belgium;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Officine Alfieri Maserati;Maserati;Maserati
1954.05.31;USA;Bill Vukovich;F;1918.12.13;amerikai;1;;Kurtis Kraft;Kurtis;Offenhauser
1960.06.19;Belgium;Chris Bristow;F;1937.12.2;brit;;karambol;Yeoman Credit Racing Team;Cooper;Climax
1950.07.02;Franciaország;Felice Bonetto;F;1903.6.9;olasz;;motor;Scuderia Milano;Maserati;Milano
1960.05.29;Monaco;Richie Ginther;F;1930.8.5;amerikai;6;;Scuderia Ferrari;Ferrari;Ferrari
1958.07.19;Nagy-Britannia;Roy Salvadori;F;1922.5.12;brit;3;;Cooper Car Company;Cooper;Climax
1954.01.17;Argentína;Jose-Froilan Gonzalez;F;1922.10.5;argentín;3;;Scuderia Ferrari;Ferrari;Ferrari
1953.08.02;Németország;Jacques Swaters;F;1926.10.30;belga;7;;Ecurie Francorchamps;Ferrari;Ferrari
1952.08.03;Németország;Paul Pietsch;F;1911.6.20;német;;sebességváltó;Motor-Presse-Verlag;Veritas;Veritas
1955.01.16;Argentína;Harry Schell;F;1921.6.29;amerikai;6;;Officine Alfieri Maserati;Maserati;Maserati
1960.08.14;Portugália;Jo Bonnier;F;1930.1.31;svéd;;motor;Owen Racing Organisation;BRM;BRM
1960.07.03;Franciaország;David Piper;F;1930.12.2;brit;;motor;Robert Bodle Ltd;Lotus;Climax
1957.07.07;Franciaország;Jack Brabham;F;1926.4.2;ausztrál;;karambol;Cooper Car Company;Cooper;Climax
1958.09.07;Olaszország;Hans Herrmann;F;1928.2.23;német;;motor;Scuderia Centro Sud;Maserati;Maserati
1954.10.24;Spanyolország;Jacques Swaters;F;1926.10.30;belga;;motor;Ecurie Francorchamps;Ferrari;Ferrari
1953.08.23;Svájc;Ken Wharton;F;1916.3.21;brit;7;;;Cooper;Bristol
1960.11.20;USA;John Surtees;F;1934.2.11;brit;;karambol;Team Lotus;Lotus;Climax
1958.07.06;Franciaország;Mike Hawthorn;F;1929.4.10;brit;1;;Scuderia Ferrari;Ferrari;Ferrari
1950.05.13;Nagy-Britannia;Joe Fry;F;1915.10.26;brit;10;;;Maserati;Maserati
1952.07.19;Nagy-Britannia;Mike Hawthorn;F;1929.4.10;brit;3;;Leslie Hawthorn;Cooper;Bristol
1958.07.19;Nagy-Britannia;Tony Brooks;F;1932.2.25;brit;7;;Vandervell Products Ltd;Vanwall;Vanwall
1958.05.18;Monaco;Maurice Trintignant;F;1917.10.30;francia;1;;Rob Walker Racing Team;Cooper;Climax
1956.08.05;Németország;Bruce Halford;F;1931.5.18;brit;;pályaelhagyás;;Maserati;Maserati
1951.05.27;Svájc;Consalvo Sanesi;F;1911.3.28;olasz;4;;Alfa Romeo SpA;Alfa;Alfa
1950.06.18;Belgium;Louis Rosier;F;1905.11.5;francia;3;;Automobiles Talbot-Darracq SA;Talbot-Lago;Talbot
1960.05.30;USA;Chuck Stevenson;F;1919.10.15;amerikai;15;;Watson;Watson;Offenhauser
1951.05.30;USA;Troy Ruttman;F;1930.3.11;amerikai;;motor;JC Agajanian;Kurtis;Offenhauser
1950.09.03;Olaszország;David Murray;F;1909.12.28;brit;;sebességváltó;Scuderia Ambrosiana;Maserati;Maserati
1958.08.24;Portugália;Cliff Allison;F;1932.2.8;brit;;karambol;Team Lotus;Lotus;Climax
1960.02.07;Argentína;Stirling Moss;F;1929.9.17;brit;3;;Rob Walker Racing Team;Cooper;Climax
1953.07.05;Franciaország;Peter Collins;F;1931.11.8;brit;13;;HW Motors;HWM;Alta
1958.07.06;Franciaország;Jack Brabham;F;1926.4.2;ausztrál;6;;Cooper Car Company;Cooper;Climax
1956.07.01;Franciaország;Andre Simon;F;1920.1.5;francia;;motor;;Maserati;Maserati
1958.07.19;Nagy-Britannia;Peter Collins;F;1931.11.8;brit;1;;Scuderia Ferrari;Ferrari;Ferrari
1955.09.11;Olaszország;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Daimler Benz AG;Mercedes;Mercedes
